dataset,method,method_display,raw_method_key,seed,edge_removal_rate,test_macro_f1,val_macro_f1,test_accuracy,test_worst_class_f1,train_seconds,prune_seconds,giant_component_ratio,bridge_preservation,minority_degree_retention,minority_isolation_rate,clustering,num_components,degree_ks,retained_edge_ratio,source_file
facebook,cailp_a31,Task-only,cailp_a31,7,0.6,0.9171562792880145,0.9116098270453141,0.9221183800623053,0.88,1351.6681134169994,0.024860999999873457,0.811125945705385,0.4339051463168517,0.442290267202132,0.24586714758040276,0.16333982449750564,3766.0,0.1894526034712951,0.3999988291974734,facebook_seed7_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,7,0.7,0.9080930101395762,0.9067617133820539,0.9136626613262128,0.8668206312548113,1351.6681134169994,0.024061083000560757,0.739652870493992,0.37975109317188027,0.3149598411732206,0.30507965133754134,0.12476612919754508,5253.0,0.27943925233644856,0.3000005854012633,facebook_seed7_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,7,0.8,0.9026082351727115,0.8921006486121946,0.908989764129951,0.8571428571428571,1351.6681134169994,0.023079292001057183,0.6012016021361816,0.3286242852337706,0.16610563344965523,0.4337240757439134,0.0827996022899195,8003.0,0.4020026702269692,0.20000234160505317,facebook_seed7_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,7,0.9,0.8933849320580489,0.886311670460952,0.8998664886515354,0.8502802241793435,1351.6681134169994,0.028420457998436177,0.3369826435246996,0.22939791456441305,0.05444070305303379,0.6988277727682597,0.04307222443443083,13234.0,0.6071651090342679,0.09999824379621011,facebook_seed7_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.1,0.9441525240379979,0.9353185316709576,0.947485536270583,0.92,1214.3941317499994,0.08647108300101536,0.9888295505117936,0.9297006390850993,0.9959217627646936,0.003005710850616171,0.33002474725433534,243.0,0.013351134846461957,0.9000017562037899,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.2,0.9430631140414635,0.9363382447944735,0.9461504227859368,0.92,1214.3941317499994,0.03355679199921724,0.9874499332443257,0.9246552304069963,0.9737830158787637,0.003005710850616171,0.30488179217965306,261.0,0.029862038273253178,0.7999976583949469,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.3,0.9429892834099288,0.9347940747188892,0.9461504227859368,0.9197530864197531,1214.3941317499994,0.02618400000028487,0.9864708500222519,0.9186007399932727,0.908111008133958,0.003005710850616171,0.2766528993391202,285.0,0.06221628838451265,0.6999994145987367,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.4,0.9407497337065778,0.9338158237657375,0.9439252336448598,0.9176289453425712,1214.3941317499994,0.025304500000856933,0.9842456608811749,0.9142280524722503,0.8085188421270196,0.007213706041478809,0.24643017612201865,333.0,0.10596350689808631,0.6000011708025266,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.5,0.9394088734259467,0.9307064075975995,0.9425901201602136,0.9153846153846154,1214.3941317499994,0.02319833399997151,0.9785491766800178,0.9064917591658258,0.7543047041836468,0.009618274721971746,0.2156396040894395,458.0,0.15887850467289721,0.4999970729936835,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.6,0.9380037375943711,0.928991643061999,0.9403649310191367,0.9194528875379939,1214.3941317499994,0.025641750000431784,0.9585224744103249,0.8947191389169189,0.6781783652086346,0.018034265103697024,0.18337621435470583,900.0,0.22113929684023148,0.3999988291974734,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.7,0.9301914227905778,0.925131913144238,0.9332443257676902,0.90727969348659,1214.3941317499994,0.02194595900073182,0.9127725856697819,0.8718466195761857,0.5789422438421428,0.02855425308085362,0.1509265640902721,1866.0,0.3041388518024032,0.3000005854012633,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.8,0.9245590229291738,0.9186668771154703,0.9274588340008901,0.9016018306636155,1214.3941317499994,0.02130695900086721,0.8081441922563418,0.824083417423478,0.4262687461847663,0.0634204989480012,0.10599951372442454,3878.0,0.4140631953716066,0.20000234160505317,facebook_seed8_cailp_a31.json
facebook,cailp_a31,Task-only,cailp_a31,8,0.9,0.9145531228377615,0.9087144625670212,0.9183355585224744,0.8858654572940288,1214.3941317499994,0.021861457998966216,0.44058744993324434,0.6834846955936764,0.28638009577950896,0.13495641719266607,0.05068435170063897,9498.0,0.5727636849132176,0.09999824379621011,facebook_seed8_cailp_a31.json
