dataset,method,method_display,edge_removal_rate_or_AUC,n,mean,std,ci_low,ci_high,seed_ids
github,ptdnet,PTDNet,0.4,10,0.8152564274869769,0.00552317078174556,0.8113053891253023,0.8192074658486516,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,0.5,10,0.8133371620761178,0.004398087302863785,0.8101909599508746,0.816483364201361,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,0.6,10,0.8118085948143732,0.004759060849089782,0.808404167769958,0.8152130218587883,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,0.7,10,0.8091433099150984,0.004231725699844459,0.8061161157114664,0.8121705041187305,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,0.8,10,0.806634074412383,0.003459143950879265,0.8041595518983137,0.8091085969264523,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,0.9,10,0.8062235037106629,0.003289318014141216,0.8038704673532551,0.8085765400680707,0 1 2 3 4 5 6 7 8 9
github,ptdnet,PTDNet,AUC,10,0.6502503378023179,0.0032579200325451776,0.647919762207879,0.6525809133967568,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.1,10,0.8119443948465191,0.005934491020335714,0.8076991157115962,0.816189673981442,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.2,10,0.8089908178570535,0.006402749818738671,0.8044105665569032,0.8135710691572038,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.3,10,0.8061522893632322,0.005116590711500809,0.8024921008626443,0.8098124778638202,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.4,10,0.8048073151595831,0.006512494616400175,0.8001485571605294,0.809466073158637,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.5,10,0.8022834704782312,0.005498089785551418,0.7983503739803931,0.8062165669760694,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.6,10,0.7956870087276597,0.005835286028059531,0.7915126965690701,0.7998613208862494,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.7,10,0.7936145238928457,0.006468401337506538,0.7889873083253562,0.7982417394603352,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.8,10,0.7850621102056894,0.008095849241083542,0.7792706885412398,0.790853531870139,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,0.9,10,0.7856699230246036,0.007119671842832276,0.7805768166034628,0.7907630294457444,0 1 2 3 4 5 6 7 8 9
github,neuralsparse,NeuralSparse,AUC,10,0.6395404694619856,0.004521265619832989,0.6363061508770305,0.6427747880469408,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.1,10,0.8136925026121243,0.0037070300462000417,0.8110406530678689,0.8163443521563798,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.2,10,0.8133771973544771,0.0052298445574107824,0.8096359919330878,0.8171184027758664,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.3,10,0.811034452944136,0.005555022730724074,0.8070606290707903,0.8150082768174817,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.4,10,0.8098240755322592,0.005660145200638404,0.8057750515740858,0.8138730994904326,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.5,10,0.8073613765000406,0.0048198033199629954,0.8039134969095996,0.8108092560904816,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.6,10,0.8072737322761165,0.003981430796604703,0.8044255882600507,0.8101218762921824,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.7,10,0.8044896145869979,0.004568051407731841,0.8012218274655671,0.8077574017084286,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.8,10,0.8062790651299752,0.00414173424043576,0.803316246938311,0.8092418833216393,0 1 2 3 4 5 6 7 8 9
github,random,Random,0.9,10,0.8062709679222662,0.0039911752622420376,0.8034158531354115,0.8091260827091208,0 1 2 3 4 5 6 7 8 9
github,random,Random,AUC,10,0.6469621249591199,0.003361440092400709,0.6445574955749549,0.6493667543432848,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.1,10,0.8057648577619834,0.007203133440003546,0.8006120465109213,0.8109176690130454,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.2,10,0.8063349783181601,0.005765036123375088,0.8022109199140315,0.8104590367222888,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.3,10,0.8057577566976424,0.005160868829303632,0.8020658935397,0.8094496198555847,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.4,10,0.8078525533120473,0.0048397405527982615,0.8043904114844113,0.8113146951396834,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.5,10,0.8065912337190755,0.004535682469618689,0.8033466019410636,0.8098358654970874,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.6,10,0.8077456178642806,0.004403726603130424,0.8045953816266467,0.8108958541019144,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.7,10,0.8082507358742788,0.0038747285995682115,0.8054789220117471,0.8110225497368104,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.8,10,0.8077502395944031,0.004910280809315903,0.8042376363071169,0.8112628428816893,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,0.9,10,0.8081564505038609,0.005166492812165134,0.8044605641909395,0.8118523368167823,0 1 2 3 4 5 6 7 8 9
github,resistance_style_proxy,Resistance proxy,AUC,10,0.6457243769512809,0.0037295870607852734,0.6430563910908634,0.6483923628116984,0 1 2 3 4 5 6 7 8 9
