dataset,method,seed,edge_removal_rate,test_macro_f1,giant_component_ratio,bridge_preservation,minority_degree_retention,train_seconds
github,neuralsparse,6,0.3,0.8138881125823774,0.8557294429708223,0.5174585002862049,0.45050198931785773,4.66743787499945
github,neuralsparse,6,0.4,0.8144127635566993,0.8094429708222811,0.4212936462507155,0.3586077138873056,4.66743787499945
github,neuralsparse,6,0.5,0.8099615163468833,0.7712997347480106,0.366914710933028,0.2729230146501478,4.66743787499945
github,neuralsparse,6,0.6,0.8074376229053634,0.7280106100795756,0.3150162182789544,0.20179863096415945,4.66743787499945
github,neuralsparse,6,0.7,0.8083887565742245,0.6754907161803714,0.2665521846975768,0.1389536545813785,4.66743787499945
github,neuralsparse,6,0.8,0.7991885158458594,0.6083819628647215,0.21866056096164854,0.08940806675768684,4.66743787499945
github,neuralsparse,6,0.9,0.8033248640316402,0.4790185676392573,0.14157603510780387,0.04677388520464527,4.66743787499945
github,neuralsparse,7,0.1,0.8085043459644233,0.9580901856763926,0.8380080137378363,0.7118504838741999,4.839660749999894
github,neuralsparse,7,0.2,0.8081742109039891,0.9080106100795756,0.667620683075749,0.563308889655405,4.839660749999894
github,neuralsparse,7,0.3,0.8101773228220658,0.8535809018567639,0.5151688609044076,0.4499666881687681,4.839660749999894
github,neuralsparse,7,0.4,0.8036739893591649,0.8085411140583555,0.41995802327800036,0.359380945072425,4.839660749999894
github,neuralsparse,7,0.5,0.801712924717122,0.770318302387268,0.363480251860332,0.274398075912523,4.839660749999894
github,neuralsparse,7,0.6,0.7967352138653585,0.7270291777188329,0.31387139858805574,0.20051389439568526,4.839660749999894
github,neuralsparse,7,0.7,0.7949056286542651,0.6760212201591512,0.2661705781339439,0.13914397927527952,4.839660749999894
github,neuralsparse,7,0.8,0.7854043191300534,0.6090450928381963,0.22018698721618013,0.09027645338442718,4.839660749999894
github,neuralsparse,7,0.9,0.7842196096228349,0.47684350132625997,0.1385231825987407,0.048641511001013896,4.839660749999894
github,neuralsparse,8,0.1,0.8101444991280944,0.9627586206896551,0.853272276283152,0.7349281505752658,4.571021540999936
github,neuralsparse,8,0.2,0.8078676074003389,0.9113527851458886,0.676588437321122,0.5827107665567524,4.571021540999936
github,neuralsparse,8,0.3,0.8094726051029248,0.8572413793103448,0.5224193856134326,0.46823846645226963,4.571021540999936
github,neuralsparse,8,0.4,0.8082457418258396,0.8118567639257295,0.42587292501431023,0.3733465045868158,4.571021540999936
github,neuralsparse,8,0.5,0.7993881328929651,0.7715384615384615,0.36519748139668,0.2826655784275334,4.571021540999936
github,neuralsparse,8,0.6,0.7959821941476724,0.729946949602122,0.31711505437893533,0.21085125564182708,4.571021540999936
github,neuralsparse,8,0.7,0.78796818205107,0.6755702917771883,0.2642625453157794,0.14139227172277416,4.571021540999936
github,neuralsparse,8,0.8,0.7832621955854625,0.6116445623342175,0.22266742987979393,0.09263180606173972,4.571021540999936
github,neuralsparse,8,0.9,0.7798222845095353,0.47713527851458887,0.13947719900782293,0.048534450771195975,4.571021540999936
github,neuralsparse,9,0.1,0.8023233251572319,0.960106100795756,0.8547987025376836,0.7084126241105112,4.61585283399836
github,neuralsparse,9,0.2,0.8068273189860418,0.9117506631299734,0.6947147490936844,0.5622382873572258,4.61585283399836
github,neuralsparse,9,0.3,0.7996674005432216,0.856816976127321,0.5359664186224004,0.4504900845296607,4.61585283399836
github,neuralsparse,9,0.4,0.7964847009845076,0.8096286472148541,0.4312154169051708,0.3587385836935175,4.61585283399836
github,neuralsparse,9,0.5,0.7965891000862764,0.7710079575596817,0.3653882846784965,0.27498096859308224,4.61585283399836
github,neuralsparse,9,0.6,0.792131732157228,0.7278779840848807,0.31635184125166954,0.20228635439243858,4.61585283399836
github,neuralsparse,9,0.7,0.792719558967075,0.6764456233421751,0.265788971570311,0.14115435549740352,4.61585283399836
github,neuralsparse,9,0.8,0.778780768373313,0.610159151193634,0.2217134134707117,0.09141844297981082,4.61585283399836
github,neuralsparse,9,0.9,0.7843680857680608,0.47610079575596814,0.13661514978057623,0.047975350403706776,4.61585283399836
github,original_ilp_gcn,0,0.1,0.8169201112004008,0.9796286472148541,0.8734974241556954,0.9469808783214839,7.910538750000001
github,original_ilp_gcn,0,0.2,0.8173833130569571,0.963342175066313,0.797748521274566,0.8969594442363918,7.910538750000001
github,original_ilp_gcn,0,0.3,0.8168112889942931,0.9497082228116711,0.7506201106659035,0.8230038616116905,7.910538750000001
github,original_ilp_gcn,0,0.4,0.8154026413702002,0.9393368700265252,0.7208547987025377,0.751927083267831,7.910538750000001
github,original_ilp_gcn,0,0.5,0.8187381320372602,0.9269496021220159,0.6893722572028239,0.6686096414961826,7.910538750000001
github,original_ilp_gcn,0,0.6,0.8176788114558812,0.9083023872679045,0.6460599122304904,0.5755495530831938,7.910538750000001
github,original_ilp_gcn,0,0.7,0.8116929060280523,0.8827320954907162,0.60580041976722,0.46732248829405965,7.910538750000001
github,original_ilp_gcn,0,0.8,0.8127294688151456,0.8176657824933687,0.5300515168860904,0.34227492452872366,7.910538750000001
github,original_ilp_gcn,0,0.9,0.8113196250883203,0.5579045092838196,0.41556954779622207,0.19240102983130322,7.910538750000001
github,original_ilp_gcn,1,0.1,0.8122107659057556,0.9788063660477454,0.8687273421102844,0.952607561834319,7.9463688749997345
github,original_ilp_gcn,1,0.2,0.8144307104165425,0.960132625994695,0.7870635374928449,0.8953297312127291,7.9463688749997345
github,original_ilp_gcn,1,0.3,0.8108516440167277,0.9507427055702917,0.7544361763022324,0.8235510951702953,7.9463688749997345
github,original_ilp_gcn,1,0.4,0.8111175129637516,0.9377453580901857,0.7183743560389239,0.7468119465703281,7.9463688749997345
github,original_ilp_gcn,1,0.5,0.8113382802269751,0.9237135278514589,0.6819309292119824,0.6595450982196589,7.9463688749997345
github,original_ilp_gcn,1,0.6,0.8095311587173613,0.9055437665782493,0.6441518794123259,0.565117036395431,7.9463688749997345
github,original_ilp_gcn,1,0.7,0.8091142643710744,0.8720424403183024,0.5907269605037206,0.4571040920659327,7.9463688749997345
github,original_ilp_gcn,1,0.8,0.8082400768384076,0.8070822281167108,0.5241366151497806,0.3340074220137132,7.9463688749997345
github,original_ilp_gcn,1,0.9,0.8094709359032528,0.5597082228116711,0.4054569738599504,0.1850137911099118,7.9463688749997345
github,original_ilp_gcn,2,0.1,0.8150088288871076,0.9793103448275862,0.8712077847738982,0.9465407049926969,7.035004874999686
github,original_ilp_gcn,2,0.2,0.8166385133267928,0.9628912466843501,0.7964128983018508,0.8942710060814285,7.035004874999686
github,original_ilp_gcn,2,0.3,0.8165981300523286,0.9496551724137932,0.7494752909750048,0.8183407754098533,7.035004874999686
github,original_ilp_gcn,2,0.4,0.8126242498855205,0.9394960212201592,0.7210456019843541,0.7440996988389709,7.035004874999686
github,original_ilp_gcn,2,0.5,0.8107792245334523,0.9270557029177718,0.6886090440755581,0.6589859874941753,7.035004874999686
github,original_ilp_gcn,2,0.6,0.8071764464990616,0.9088594164456233,0.6462507155123068,0.5659854506434896,7.035004874999686
github,original_ilp_gcn,2,0.7,0.8077740688786903,0.8825464190981432,0.6004579278763594,0.45559334406028484,7.035004874999686
github,original_ilp_gcn,2,0.8,0.8050513482519313,0.8182758620689655,0.5228009921770654,0.33089074293947823,7.035004874999686
github,original_ilp_gcn,2,0.9,0.805166552383702,0.5663129973474801,0.3970616294600267,0.18292015042370474,7.035004874999686
github,original_ilp_gcn,3,0.1,0.8210924276697724,0.9797877984084881,0.8744514405647777,0.9517034608429877,7.790636792000441
github,original_ilp_gcn,3,0.2,0.8179421698657221,0.9601591511936339,0.7872543407746613,0.894520813284337,7.790636792000441
github,original_ilp_gcn,3,0.3,0.8220771294597731,0.9511936339522546,0.7555809959931311,0.8193043174782146,7.790636792000441
github,original_ilp_gcn,3,0.4,0.819221002172712,0.9381962864721486,0.719709979011639,0.7413518196069776,7.790636792000441
github,original_ilp_gcn,3,0.5,0.8190545672893887,0.9248806366047745,0.6840297653119634,0.6534544870442794,7.790636792000441
github,original_ilp_gcn,3,0.6,0.8175339361228058,0.9072944297082228,0.6449150925395917,0.5577655120386306,7.790636792000441
github,original_ilp_gcn,3,0.7,0.8175081475214382,0.8757559681697613,0.5922533867582522,0.44856300039293817,7.790636792000441
github,original_ilp_gcn,3,0.8,0.8097893254239055,0.813183023872679,0.5258538446861286,0.32522840030468886,7.790636792000441
github,original_ilp_gcn,3,0.9,0.8096637010952571,0.5654376657824933,0.3934363671055142,0.1771864204917109,7.790636792000441
github,original_ilp_gcn,4,0.1,0.822823121829759,0.979840848806366,0.8744514405647777,0.9514179668968066,7.386215958000321
github,original_ilp_gcn,4,0.2,0.8215499790592231,0.9615649867374005,0.7933600457927876,0.9001236872207781,7.386215958000321
github,original_ilp_gcn,4,0.3,0.8209154517725483,0.9501856763925729,0.7531005533295173,0.8303791955448849,7.386215958000321
github,original_ilp_gcn,4,0.4,0.8192932067932068,0.9378514588859417,0.7195191757298226,0.7622287853920184,7.386215958000321
github,original_ilp_gcn,4,0.5,0.8118858232840842,0.9250663129973474,0.6859377981301278,0.6786733583417037,7.386215958000321
github,original_ilp_gcn,4,0.6,0.8126085905427662,0.906684350132626,0.6475863384850219,0.5865531129059555,7.386215958000321
github,original_ilp_gcn,4,0.7,0.8108222216838951,0.8771352785145888,0.6000763213127266,0.4791230336356981,7.386215958000321
github,original_ilp_gcn,4,0.8,0.8071176349649776,0.8125198938992042,0.5342491890860522,0.3540873470372407,7.386215958000321
github,original_ilp_gcn,4,0.9,0.8086999794034733,0.5650132625994695,0.41728677733257014,0.20292871577134608,7.386215958000321
github,original_ilp_gcn,5,0.1,0.811588043528635,0.979840848806366,0.8744514405647777,0.9517272151767451,7.334098040999379
github,original_ilp_gcn,5,0.2,0.8138420054994584,0.9624137931034483,0.7962220950200344,0.9013846556448358,7.334098040999379
github,original_ilp_gcn,5,0.3,0.811436921160531,0.9497347480106101,0.7513833237931692,0.834614096070087,7.334098040999379
github,original_ilp_gcn,5,0.4,0.8106728066862685,0.9374535809018567,0.7189467658843732,0.7696516832353641,7.334098040999379
github,original_ilp_gcn,5,0.5,0.8102513667524804,0.9241909814323608,0.6851745850028621,0.6875832774782583,7.334098040999379
github,original_ilp_gcn,5,0.6,0.8077784708288236,0.9045358090185677,0.6420530433123449,0.596283771895144,7.334098040999379
github,original_ilp_gcn,5,0.7,0.8071254559306491,0.8760212201591512,0.6004579278763594,0.48953179598970353,7.334098040999379
github,original_ilp_gcn,5,0.8,0.8056550198746646,0.8095225464190982,0.5285250906315588,0.36399646736411084,7.334098040999379
github,original_ilp_gcn,5,0.9,0.8039943029411356,0.5584350132625995,0.41957641671436746,0.2111367495880082,7.334098040999379
github,original_ilp_gcn,6,0.1,0.8277739063104916,0.9790185676392573,0.8704445716466324,0.9516558416901998,7.228503041000295
github,original_ilp_gcn,6,0.2,0.8281132357271834,0.9605039787798408,0.7885899637473764,0.8980895428542376,7.228503041000295
github,original_ilp_gcn,6,0.3,0.8223183286316235,0.9507692307692308,0.7534821598931501,0.8255614852030785,7.228503041000295
github,original_ilp_gcn,6,0.4,0.8228928079543072,0.9380371352785146,0.7187559626025568,0.7508683581365304,7.228503041000295
github,original_ilp_gcn,6,0.5,0.8211610345192875,0.9251989389920424,0.6838389620301469,0.6656832733051895,7.228503041000295
github,original_ilp_gcn,6,0.6,0.8211954939141441,0.906498673740053,0.6441518794123259,0.573027671477715,7.228503041000295
github,original_ilp_gcn,6,0.7,0.8143965723564993,0.8768169761273209,0.594733829421866,0.46327798151605437,7.228503041000295
github,original_ilp_gcn,6,0.8,0.8115005428711375,0.813209549071618,0.528143484067926,0.3391939321977613,7.228503041000295
github,original_ilp_gcn,6,0.9,0.8121224798581683,0.563342175066313,0.4033581377599695,0.18924866401379561,7.228503041000295
github,original_ilp_gcn,7,0.1,0.8192920118626823,0.9793103448275862,0.8717801946193474,0.9500380058334157,7.395725458001834
github,original_ilp_gcn,7,0.2,0.8181298942913786,0.9621750663129973,0.7941232589200534,0.8968405068396953,7.395725458001834
github,original_ilp_gcn,7,0.3,0.8189276812414377,0.9505570291777188,0.7527189467658844,0.8209459076687561,7.395725458001834
github,original_ilp_gcn,7,0.4,0.8159473484708972,0.9387002652519894,0.7200915855752719,0.7454915370692404,7.395725458001834
github,original_ilp_gcn,7,0.5,0.8134568128249278,0.9260742705570292,0.6836481587483305,0.659021674237448,7.395725458001834
github,original_ilp_gcn,7,0.6,0.8149373502460637,0.9078249336870027,0.6447242892577753,0.5650575400757644,7.395725458001834
github,original_ilp_gcn,7,0.7,0.8122666788060975,0.8784350132625994,0.594733829421866,0.4551531983528162,7.395725458001834
github,original_ilp_gcn,7,0.8,0.8128295633305098,0.8144031830238727,0.5269986643770272,0.3309383344709479,7.395725458001834
github,original_ilp_gcn,7,0.9,0.8058625470390176,0.5654907161803714,0.3993512688418241,0.1814212933955947,7.395725458001834
github,original_ilp_gcn,8,0.1,0.8116627374830351,0.9797877984084881,0.8744514405647777,0.9519295137121389,7.118932125002175
github,original_ilp_gcn,8,0.2,0.8160595902502648,0.9607427055702917,0.7897347834382752,0.8985415933499032,7.118932125002175
github,original_ilp_gcn,8,0.3,0.8136694286634788,0.9511671087533157,0.7555809959931311,0.8268700175372875,7.118932125002175
github,original_ilp_gcn,8,0.4,0.8108480603285972,0.9385145888594164,0.7212364052661706,0.751427468862014,7.118932125002175
github,original_ilp_gcn,8,0.5,0.8095308746130219,0.9255968169761273,0.6868918145392101,0.6654572756786751,7.118932125002175
github,original_ilp_gcn,8,0.6,0.8089442349292275,0.9078779840848806,0.64930356802137,0.571612078913688,7.118932125002175
github,original_ilp_gcn,8,0.7,0.8071915022224472,0.8770822281167109,0.6010303377218088,0.4628497129754644,7.118932125002175
github,original_ilp_gcn,8,0.8,0.8054793133010547,0.8145092838196286,0.5390192711314634,0.33815901664285475,7.118932125002175
github,original_ilp_gcn,8,0.9,0.8057355598420635,0.5729177718832891,0.41690517076893724,0.18727397453494427,7.118932125002175
github,original_ilp_gcn,9,0.1,0.8051085305064385,0.9795490716180372,0.8734974241556954,0.9494313311977808,7.150955583998439
github,original_ilp_gcn,9,0.2,0.8116641298226122,0.9624933687002653,0.7943140622018698,0.8969118803262405,7.150955583998439
github,original_ilp_gcn,9,0.3,0.8099705570335483,0.950053050397878,0.7510017172295363,0.8198872377800922,7.150955583998439
github,original_ilp_gcn,9,0.4,0.8101030227049834,0.9381432360742705,0.7185651593207403,0.7450870504837261,7.150955583998439
github,original_ilp_gcn,9,0.5,0.8047431896049375,0.9259151193633952,0.6836481587483305,0.6595569753865375,7.150955583998439
github,original_ilp_gcn,9,0.6,0.8020212329411618,0.9077453580901856,0.6441518794123259,0.5657593977743385,7.150955583998439
github,original_ilp_gcn,9,0.7,0.8001028962728272,0.8787798408488063,0.5939706162946002,0.4554744066635883,7.150955583998439
github,original_ilp_gcn,9,0.8,0.8044529857377533,0.8135809018567639,0.5195573363861858,0.33199703198093006,7.150955583998439
github,original_ilp_gcn,9,0.9,0.8002221265775191,0.5602917771883289,0.38923869490555235,0.1830866931625301,7.150955583998439
github,ptdnet,0,0.1,0.8159174265778986,0.9801856763925729,0.8734974241556954,0.9547605883549194,4.368676749999963
github,ptdnet,0,0.2,0.8187952314979838,0.9598673740053051,0.7868727342110284,0.9090692931006054,4.368676749999963
github,ptdnet,0,0.3,0.817865194220891,0.9491511936339523,0.7523373402022515,0.8586314952631202,4.368676749999963
github,ptdnet,0,0.4,0.8188586425693796,0.9385145888594164,0.7218088151116199,0.8036019847103432,4.368676749999963
github,ptdnet,0,0.5,0.8146261353838872,0.923289124668435,0.6844113718755963,0.7309906764057601,4.368676749999963
github,ptdnet,0,0.6,0.815594343942136,0.9028912466843502,0.6414806334668957,0.6530143689581291,4.368676749999963
github,ptdnet,0,0.7,0.8116470868340315,0.8676923076923077,0.5907269605037206,0.55230538507528,4.368676749999963
github,ptdnet,0,0.8,0.8123342643170741,0.793209549071618,0.5065827132226675,0.42646078054843056,4.368676749999963
github,ptdnet,0,0.9,0.806036479969056,0.4972148541114058,0.3365769891242129,0.27144795338777256,4.368676749999963
github,ptdnet,1,0.1,0.8112634259635443,0.9797612732095491,0.8708261782102652,0.9546773929441321,4.168292249999922
github,ptdnet,1,0.2,0.8137036407073268,0.9602122015915119,0.7882083571837436,0.9110439411474792,4.168292249999922
github,ptdnet,1,0.3,0.8159972438345152,0.9514588859416445,0.7597786681930929,0.8707532212942123,4.168292249999922
github,ptdnet,1,0.4,0.8097506388308418,0.9392307692307692,0.7246708643388666,0.8185667730363678,4.168292249999922
github,ptdnet,1,0.5,0.8087973542371738,0.9254641909814324,0.6899446670482733,0.7539017865573414,4.168292249999922
github,ptdnet,1,0.6,0.8063232236381384,0.903474801061008,0.6439610761305095,0.6787209774944917,4.168292249999922
github,ptdnet,1,0.7,0.8058941058941059,0.8680636604774535,0.5911085670673536,0.5831866266288119,4.168292249999922
github,ptdnet,1,0.8,0.8050218228582067,0.7858355437665783,0.5054378935317687,0.46019698918509205,4.168292249999922
github,ptdnet,1,0.9,0.8051650324695405,0.45026525198938994,0.32131272657889715,0.30182955291416924,4.168292249999922
github,ptdnet,2,0.1,0.8147113285586082,0.9785676392572944,0.8687273421102844,0.9528573690372275,3.6634307080003055
github,ptdnet,2,0.2,0.8149262018684955,0.960238726790451,0.7868727342110284,0.9096521581598462,3.6634307080003055
github,ptdnet,2,0.3,0.8146769662921348,0.9512201591511936,0.7578706353749285,0.8662685688087384,3.6634307080003055
github,ptdnet,2,0.4,0.8152643743866128,0.9388063660477454,0.7221904216752528,0.8103230800977514,3.6634307080003055
github,ptdnet,2,0.5,0.8103297307341322,0.9250132625994695,0.6832665521846976,0.7451465468033928,3.6634307080003055
github,ptdnet,2,0.6,0.8111137257564438,0.9044031830238727,0.6433886662850601,0.6680505307706991,3.6634307080003055
github,ptdnet,2,0.7,0.8041786481560503,0.8690716180371353,0.584048845640145,0.570803160985296,3.6634307080003055
github,ptdnet,2,0.8,0.8051017827978053,0.790185676392573,0.48845640145010494,0.44661210667982165,3.6634307080003055
github,ptdnet,2,0.9,0.8053004262273571,0.47257294429708224,0.2963174966609426,0.2890535607159726,3.6634307080003055
github,ptdnet,3,0.1,0.819533275713051,0.9791777188328913,0.8708261782102652,0.9537019184662555,4.297626292000132
github,ptdnet,3,0.2,0.8180070100014489,0.9603183023872679,0.7874451440564778,0.9101755821420572,4.297626292000132
github,ptdnet,3,0.3,0.8229808842630695,0.9520159151193633,0.7613050944476245,0.8731323559266005,4.297626292000132
github,ptdnet,3,0.4,0.8191760679833199,0.9389655172413793,0.7240984544934173,0.8221593121826625,4.297626292000132
github,ptdnet,3,0.5,0.8161045761448535,0.9259681697612732,0.6918526998664377,0.7618837951261708,4.297626292000132
github,ptdnet,3,0.6,0.8169637935420062,0.9048010610079575,0.6470139286395726,0.6858821909680503,4.297626292000132
github,ptdnet,3,0.7,0.8141151279674377,0.8682758620689656,0.595115435985499,0.5925485410183955,4.297626292000132
github,ptdnet,3,0.8,0.807676815655726,0.7841379310344827,0.5062011066590345,0.4714978924995952,4.297626292000132
github,ptdnet,3,0.9,0.8090340951808135,0.43655172413793103,0.31558862812440375,0.31195279370067525,4.297626292000132
github,ptdnet,4,0.1,0.822190020138056,0.9783819628647215,0.8668193092921198,0.9521673885055321,3.6735545409992483
github,ptdnet,4,0.2,0.8224762087087552,0.9628116710875332,0.7958404884564014,0.9057028068234618,3.6735545409992483
github,ptdnet,4,0.3,0.8216547119143636,0.950212201591512,0.7529097500477008,0.8528026237001646,3.6735545409992483
github,ptdnet,4,0.4,0.8157039136848804,0.9394694960212202,0.7193283724480061,0.7895531745425285,3.6735545409992483
github,ptdnet,4,0.5,0.8148781833352408,0.9260212201591512,0.6844113718755963,0.720486786231452,3.6735545409992483
github,ptdnet,4,0.6,0.8125585416790815,0.9072148541114058,0.6424346498759779,0.6356466364233223,3.6735545409992483
github,ptdnet,4,0.7,0.8118341302459571,0.8789389920424403,0.5897729440946384,0.5315116699436631,3.6735545409992483
github,ptdnet,4,0.8,0.8086024013449976,0.8087267904509284,0.5039114672772371,0.40749904935455195,3.6735545409992483
github,ptdnet,4,0.9,0.8052401067954064,0.5190716180371353,0.32074031673344783,0.25071373457582224,3.6735545409992483
github,ptdnet,5,0.1,0.81305317677308,0.9794694960212201,0.868154932264835,0.9555814939354634,3.7013284580007166
github,ptdnet,5,0.2,0.8135283341747902,0.9603448275862069,0.7880175539019271,0.912566593941324,3.7013284580007166
github,ptdnet,5,0.3,0.8104851442712416,0.9508753315649867,0.7561534058385804,0.8664707568588589,3.7013284580007166
github,ptdnet,5,0.4,0.8113667214968707,0.94,0.7250524709024995,0.8188403898156703,3.7013284580007166
github,ptdnet,5,0.5,0.8114166696272322,0.926684350132626,0.6887998473573745,0.751011105109621,3.7013284580007166
github,ptdnet,5,0.6,0.8076736808123676,0.9051989389920424,0.6414806334668957,0.6748310672351373,3.7013284580007166
github,ptdnet,5,0.7,0.8070474464058278,0.8696021220159151,0.5884373211219233,0.580046137978183,3.7013284580007166
github,ptdnet,5,0.8,0.8060664859571152,0.7889920424403183,0.5002862049227247,0.45659260049323713,3.7013284580007166
github,ptdnet,5,0.9,0.8042352326329331,0.4560212201591512,0.311009349360809,0.297749331771573,3.7013284580007166
github,ptdnet,6,0.1,0.8252038301245093,0.9787798408488063,0.868154932264835,0.953559171493165,3.7293034590002208
github,ptdnet,6,0.2,0.8265968710074931,0.96,0.7870635374928449,0.9095332207631497,3.7293034590002208
github,ptdnet,6,0.3,0.8257670690155121,0.9513262599469496,0.7582522419385613,0.8686952673512779,3.7293034590002208
github,ptdnet,6,0.4,0.822462244084909,0.9392307692307692,0.7225720282388857,0.8154739035385269,3.7293034590002208
github,ptdnet,6,0.5,0.8213297720740429,0.9244297082228117,0.6849837817210456,0.7503925533071074,3.7293034590002208
github,ptdnet,6,0.6,0.8176085718260617,0.9037665782493368,0.6424346498759779,0.6757113586500746,3.7293034590002208
github,ptdnet,6,0.7,0.8154569352659384,0.8674005305039788,0.5842396489219615,0.5804386921541821,3.7293034590002208
github,ptdnet,6,0.8,0.810360719057718,0.7842970822281167,0.49017363098645295,0.45761561125994665,3.7293034590002208
github,ptdnet,6,0.9,0.8135145735095834,0.45854111405835546,0.29269223430643004,0.29866530992978296,3.7293034590002208
github,ptdnet,7,0.1,0.8182352436729773,0.9786472148541114,0.8679641289830186,0.9535948582364376,3.7240314170012425
github,ptdnet,7,0.2,0.8208758982841176,0.960132625994695,0.7872543407746613,0.909890088195876,3.7240314170012425
github,ptdnet,7,0.3,0.8161716289461247,0.9517241379310345,0.7611142911658081,0.8746074448102941,3.7240314170012425
github,ptdnet,7,0.4,0.8210903292077553,0.9388063660477454,0.723526044647968,0.8246455070448686,3.7240314170012425
github,ptdnet,7,0.5,0.8169735894628396,0.9255437665782493,0.6903262736119061,0.7643699899883768,3.7240314170012425
github,ptdnet,7,0.6,0.8159572845156369,0.9042440318302387,0.6470139286395726,0.6869766028426234,3.7240314170012425
github,ptdnet,7,0.7,0.8114839761379717,0.8680636604774535,0.5937798130127838,0.5946421817046026,3.7240314170012425
github,ptdnet,7,0.8,0.8034150750432856,0.7850663129973475,0.5103987788589964,0.4733774127261664,3.7240314170012425
github,ptdnet,7,0.9,0.8078190369136746,0.44090185676392574,0.32131272657889715,0.3115602395246762,3.7240314170012425
github,ptdnet,8,0.1,0.8117371706387501,0.9794429708222812,0.868154932264835,0.955331686732555,3.6820682080033293
github,ptdnet,8,0.2,0.8160409005382446,0.9614058355437666,0.7929784392291548,0.9115316783864175,3.6820682080033293
github,ptdnet,8,0.3,0.8149135930102895,0.9514588859416445,0.7574890288112955,0.8630210199282915,3.6820682080033293
github,ptdnet,8,0.4,0.814297341077002,0.9396816976127321,0.7239076512116008,0.8031499894573142,3.6820682080033293
github,ptdnet,8,0.5,0.8127628566977073,0.92657824933687,0.6847929784392291,0.7338932350203592,3.6820682080033293
github,ptdnet,8,0.6,0.8103381190156903,0.9055437665782493,0.6386185842396489,0.6530024365486138,3.6820682080033293
github,ptdnet,8,0.7,0.805831840123765,0.8728116710875331,0.5863384850219424,0.5530191199407328,3.6820682080033293
github,ptdnet,8,0.8,0.8074553054947975,0.7975331564986737,0.5029574508681549,0.4297321113839531,3.6820682080033293
github,ptdnet,8,0.9,0.8045801325007217,0.49673740053050397,0.31520702156077085,0.2697944307877158,3.6820682080033293
github,ptdnet,9,0.1,0.8085260476799294,0.980026525198939,0.8727342110284297,0.9550818795296465,3.7012471669986553
github,ptdnet,9,0.2,0.8131310653757611,0.9601856763925729,0.7880175539019271,0.9108536302642373,3.7012471669986553
github,ptdnet,9,0.3,0.8133413037762257,0.9507957559681698,0.757679832093112,0.8681480890353096,3.7012471669986553
github,ptdnet,9,0.4,0.8045940015481985,0.9393103448275862,0.7246708643388666,0.8181266549502175,3.7012471669986553
github,ptdnet,9,0.5,0.8061527530640673,0.9254376657824934,0.6910894867391719,0.7500356858743811,3.7012471669986553
github,ptdnet,9,0.6,0.8039546634161686,0.9041909814323608,0.6449150925395917,0.6749856913751066,3.7012471669986553
github,ptdnet,9,0.7,0.8039438021198988,0.8683023872679045,0.5911085670673536,0.5791064054862157,3.7012471669986553
github,ptdnet,9,0.8,0.8003060715971028,0.7872679045092839,0.4995229917954589,0.4566282872365097,3.7012471669986553
github,ptdnet,9,0.9,0.8013099209075418,0.4619363395225464,0.31005533295172677,0.29717834387921077,3.7012471669986553
github,random,0,0.1,0.8154025120039328,0.9845623342175066,0.9028811295554283,0.8999452535044149,0.020373249999999565
github,random,0,0.2,0.8142834631543476,0.9651724137931035,0.8055714558290402,0.8009492885412891,0.020373249999999565
github,random,0,0.3,0.8130649999105124,0.9417241379310345,0.7092157985117344,0.7006922999114691,0.020373249999999565
github,random,0,0.4,0.8098976167356604,0.9119893899204244,0.609234878839916,0.6002093688977711,0.020373249999999565
github,random,0,0.5,0.8086967963410356,0.8722015915119363,0.5006678114863575,0.4996550091548912,0.020373249999999565
github,random,0,0.6,0.8107788201738869,0.823236074270557,0.3999236786872734,0.4003497406691903,0.020373249999999565
github,random,0,0.7,0.8060327248405357,0.7531034482758621,0.3056668574699485,0.300354491651794,0.020373249999999565
github,random,0,0.8,0.8069805194805195,0.6391511936339522,0.2007250524709025,0.19966928972402057,0.020373249999999565
github,random,0,0.9,0.8058924485125858,0.4426259946949602,0.09730967372638809,0.09921012685473908,0.020373249999999565
github,random,1,0.1,0.808412686841907,0.9838196286472148,0.8992558672009159,0.9008374220862309,0.0034580000001369626
github,random,1,0.2,0.8087686703701449,0.9638992042440319,0.7971761114291166,0.7990697683147179,0.0034580000001369626
github,random,1,0.3,0.8104808445631739,0.940238726790451,0.6958595687845831,0.6973615003775983,0.0034580000001369626
github,random,1,0.4,0.8112767381953013,0.909867374005305,0.5911085670673536,0.5972354367966267,0.0034580000001369626
github,random,1,0.5,0.8069017615023307,0.8719098143236075,0.4939896966227819,0.4968951975133826,0.0034580000001369626
github,random,1,0.6,0.8071078916583961,0.8218302387267904,0.395916809769128,0.3976256157709544,0.0034580000001369626
github,random,1,0.7,0.8064519140118174,0.7508222811671088,0.29421866056096163,0.2984273798937531,0.0034580000001369626
github,random,1,0.8,0.8070531225155846,0.6376392572944297,0.20015264262545315,0.19868195188992446,0.0034580000001369626
github,random,1,0.9,0.8048790731918165,0.4422811671087533,0.10150734592634994,0.09932907806209483,0.0034580000001369626
github,random,2,0.1,0.811704362779917,0.9838461538461538,0.8971570311009349,0.9014797834651385,0.0017205000003741588
github,random,2,0.2,0.809759297572791,0.9646684350132626,0.7931692425109712,0.8015202764336514,0.0017205000003741588
github,random,2,0.3,0.8086843269201677,0.9426790450928382,0.6991032245754627,0.7003354324787426,0.0017205000003741588
